Time t / s,Voltage U_B1 / V,Temperature &J_A11 / °C,Temperature &J_A12 / °C
47.001,4.98,21.3515632334083,26.0059373055578
47.1,4.975,21.3515632334083,25.9048352936277
47.2,4.985,21.3515632334083,25.9048352936277
47.301,4.975,21.4526652453384,25.8037332816977
47.4,4.975,21.3515632334083,25.8037332816977
47.501,4.98,21.3515632334083,25.8037332816977
47.601,4.98,21.2504612214783,25.8037332816977
47.7,4.975,21.3515632334083,25.7026312697677
47.8,4.98,21.3515632334083,25.7026312697677
47.899,4.98,21.3515632334083,25.6015292578376
47.999,4.98,21.3515632334083,25.7026312697677
48.1,4.98,21.3515632334083,25.6015292578376
48.2,4.98,21.3515632334083,25.8037332816977
48.299,4.975,21.4526652453384,25.7026312697677
48.4,4.975,21.3515632334083,25.7026312697677
48.5,4.98,21.3515632334083,25.8037332816977
48.6,4.975,21.3515632334083,25.8037332816977
48.7,4.98,21.3515632334083,25.9048352936277
48.799,4.98,21.3515632334083,25.9048352936277
48.9,4.975,21.3515632334083,25.9048352936277
49,4.98,21.3515632334083,25.9048352936277
49.1,4.98,21.3515632334083,25.9048352936277
49.2,4.975,21.4526652453384,26.0059373055578
49.299,4.98,21.3515632334083,26.0059373055578
49.4,4.98,21.3515632334083,26.0059373055578
49.5,4.98,21.4526652453384,26.0633202614141
49.6,4.98,21.3515632334083,26.1644222733442
49.7,4.975,21.3515632334083,26.1644222733442
49.799,4.975,21.3515632334083,26.0633202614141
49.9,4.975,21.3515632334083,26.1644222733442
49.999,4.975,21.3515632334083,26.0633202614141
50.1,4.975,21.3515632334083,26.1644222733442
50.2,4.98,21.3515632334083,26.0633202614141
50.301,4.98,21.3515632334083,26.1644222733442
50.4,4.98,21.3515632334083,26.1644222733442
50.502,4.98,21.3515632334083,26.0633202614141
50.6,4.975,21.4526652453384,26.0633202614141
50.7,4.98,21.3515632334083,26.0633202614141
50.799,4.985,21.3515632334083,26.0633202614141
50.9,4.98,21.3515632334083,26.0633202614141
51,4.975,21.2504612214783,26.0633202614141
51.101,4.98,21.3515632334083,26.0633202614141
51.2,4.98,21.3515632334083,26.0633202614141
51.3,4.98,21.3515632334083,26.1644222733442
51.399,4.98,21.3515632334083,26.0633202614141
51.5,4.975,21.2504612214783,26.0633202614141
51.6,4.98,21.3515632334083,26.0633202614141
51.7,4.975,21.4526652453384,25.9622182494841
51.8,4.98,21.3515632334083,26.0633202614141
51.9,4.975,21.2504612214783,25.9622182494841
52,4.98,21.3515632334083,25.9622182494841
52.099,4.98,21.3515632334083,25.9622182494841
52.199,4.975,21.3515632334083,25.9622182494841
52.301,4.975,21.3515632334083,25.9622182494841
52.4,4.975,21.3515632334083,25.9622182494841
52.499,4.975,21.3515632334083,25.9622182494841
52.6,4.98,21.2504612214783,25.9622182494841
52.701,4.98,21.3515632334083,25.9622182494841
52.8,4.98,21.4526652453384,25.861116237554
52.9,4.98,21.3515632334083,25.861116237554
53,4.975,21.3515632334083,25.9622182494841
53.099,4.98,21.2504612214783,25.861116237554
53.2,4.98,21.3515632334083,25.760014225624
53.3,4.98,21.2504612214783,25.760014225624
53.399,4.98,21.3515632334083,25.861116237554
53.501,4.98,21.3515632334083,25.861116237554
53.6,4.98,21.3515632334083,25.861116237554
53.7,4.975,21.2504612214783,25.861116237554
53.8,4.98,21.3515632334083,25.861116237554
53.9,4.98,21.3515632334083,25.7026312697677
53.999,4.985,21.3515632334083,25.8037332816977
54.1,4.98,21.3515632334083,25.8037332816977
54.201,4.98,21.2504612214783,25.8037332816977
54.301,4.975,21.3515632334083,25.9048352936277
54.401,4.98,21.2504612214783,25.8037332816977
54.5,4.985,21.2504612214783,25.8037332816977
54.6,4.98,21.2504612214783,25.9048352936277
54.699,4.975,21.3515632334083,25.9048352936277
54.8,4.985,21.2504612214783,25.9048352936277
54.899,4.975,21.3515632334083,25.9048352936277
55,4.975,21.4526652453384,25.9048352936277
55.1,4.98,21.3515632334083,26.0059373055578
55.2,4.98,21.3515632334083,26.0059373055578
55.301,4.98,21.3515632334083,26.1070393174878
55.4,4.975,21.3515632334083,26.1070393174878
55.5,4.98,21.3515632334083,26.1070393174878
55.599,4.98,21.3515632334083,26.1070393174878
55.7,4.98,21.2504612214783,26.1070393174878
55.8,4.985,21.3515632334083,26.2081413294179
55.9,4.98,21.3515632334083,26.2081413294179
